Date,Price
"Friday, December 29, 2017",126.2
"Friday, January 5, 2018",128.45
"Friday, January 12, 2018",122.25
"Friday, January 19, 2018",121.25
"Friday, January 26, 2018",125.15
"Friday, February 2, 2018",120.4
"Friday, February 9, 2018",121.85
"Friday, February 16, 2018",117.95
"Friday, February 23, 2018",119.45
"Friday, March 2, 2018",120.35
"Friday, March 9, 2018",118.85
"Friday, March 16, 2018",116.95
"Friday, March 23, 2018",117.2
"Thursday, March 29, 2018",118.15
"Friday, April 6, 2018",117.45
"Friday, April 13, 2018",117.3
"Friday, April 20, 2018",115.75
"Friday, April 27, 2018",120.35
"Friday, May 4, 2018",120.45
"Friday, May 11, 2018",115.25
"Friday, May 18, 2018",113.95
"Friday, May 25, 2018",120.4
"Friday, June 1, 2018",122.75
"Friday, June 8, 2018",117.25
"Friday, June 15, 2018",115.2
"Friday, June 22, 2018",113.85
"Friday, June 29, 2018",111.5
"Friday, July 6, 2018",111.25
"Friday, July 13, 2018",107.05
"Friday, July 20, 2018",110.65
"Friday, July 27, 2018",110.45
"Friday, August 3, 2018",107.75
"Friday, August 10, 2018",107
"Friday, August 17, 2018",101.2
"Friday, August 24, 2018",100.55
"Friday, August 31, 2018",98.1
"Friday, September 7, 2018",98.8
"Friday, September 14, 2018",95.45
"Friday, September 21, 2018",99.9
"Friday, September 28, 2018",102.45
"Friday, October 5, 2018",108.95
"Friday, October 12, 2018",116.55
"Friday, October 19, 2018",122.1
"Friday, October 26, 2018",119.65
"Friday, November 2, 2018",120.05
"Friday, November 9, 2018",113.85
"Friday, November 16, 2018",112.6
"Friday, November 23, 2018",107.15
"Friday, November 30, 2018",103.25
"Friday, December 7, 2018",98.8
"Friday, December 14, 2018",96.95
"Friday, December 21, 2018",99.7
"Friday, December 28, 2018",100.95
"Friday, January 4, 2019",101.6
"Friday, January 11, 2019",103.85
"Friday, January 18, 2019",104.95
"Friday, January 25, 2019",106.8
"Friday, February 1, 2019",103.7
"Friday, February 8, 2019",102.6
"Friday, February 15, 2019",97.95
"Friday, February 22, 2019",96.45
"Friday, March 1, 2019",96.95
"Friday, March 8, 2019",95.3
"Friday, March 15, 2019",94.6
"Friday, March 22, 2019",93.9
"Friday, March 29, 2019",94.5
"Friday, April 5, 2019",93.2
"Friday, April 12, 2019",90.4
"Thursday, April 18, 2019",90.2
"Friday, April 26, 2019",92.7
"Friday, May 3, 2019",89.25
"Friday, May 10, 2019",89.45
"Friday, May 17, 2019",87.35
"Friday, May 24, 2019",93.3
"Friday, May 31, 2019",104.6
"Friday, June 7, 2019",100.95
"Friday, June 14, 2019",96
"Friday, June 21, 2019",99.8
"Friday, June 28, 2019",108.25
"Friday, July 5, 2019",109.45
"Friday, July 12, 2019",105.2
"Friday, July 19, 2019",105.85
"Friday, July 26, 2019",99.75
"Friday, August 2, 2019",98.15
"Friday, August 9, 2019",97.3
"Friday, August 16, 2019",92.85
"Friday, August 23, 2019",92.6
"Friday, August 30, 2019",93.6
"Friday, September 6, 2019",93.85
"Friday, September 13, 2019",99.5
"Friday, September 20, 2019",98.4
"Friday, September 27, 2019",100.9
"Friday, October 4, 2019",99
"Friday, October 11, 2019",93.7
"Friday, October 18, 2019",95.7
"Friday, October 25, 2019",99.45
"Friday, November 1, 2019",104
"Friday, November 8, 2019",109.45
"Friday, November 15, 2019",106.15
"Friday, November 22, 2019",114.6
"Friday, November 29, 2019",118.55
"Friday, December 6, 2019",123.7
"Friday, December 13, 2019",129.45
"Friday, December 20, 2019",130.7
"Friday, December 27, 2019",132.5
"Friday, January 3, 2020",126.35
"Friday, January 10, 2020",118.95
"Friday, January 17, 2020",112.15
"Friday, January 24, 2020",110.15
"Friday, January 31, 2020",102.65
"Friday, February 7, 2020",98.35
"Friday, February 14, 2020",109.1
"Friday, February 21, 2020",108.85
"Friday, February 28, 2020",110.1
"Friday, March 6, 2020",105.6
"Friday, March 13, 2020",107.05
"Friday, March 20, 2020",119.7
"Friday, March 27, 2020",115.85
"Friday, April 3, 2020",114.9
"Thursday, April 9, 2020",118.6
"Friday, April 17, 2020",116.05
"Friday, April 24, 2020",105.2
"Friday, May 1, 2020",104.45
"Friday, May 8, 2020",110.1
"Friday, May 15, 2020",104.8
"Friday, May 22, 2020",103.6
"Friday, May 29, 2020",96.3
"Friday, June 5, 2020",98.9
"Friday, June 12, 2020",95.2
"Friday, June 19, 2020",93.75
"Friday, June 26, 2020",95.65
"Thursday, July 2, 2020",102.25
"Friday, July 10, 2020",96.15
"Friday, July 17, 2020",101.05
"Friday, July 24, 2020",108.4
"Friday, July 31, 2020",118.95
"Friday, August 7, 2020",115.45
"Friday, August 14, 2020",114.7
"Friday, August 21, 2020",120.1
"Friday, August 28, 2020",127.1
"Friday, September 4, 2020",134.8
"Friday, September 11, 2020",133.35
"Friday, September 18, 2020",113.6
"Friday, September 25, 2020",113.65
"Friday, October 2, 2020",108.95
"Friday, October 9, 2020",111.55
"Friday, October 16, 2020",107.25
"Friday, October 23, 2020",105.6
"Friday, October 30, 2020",104.4
"Friday, November 6, 2020",106.95
"Friday, November 13, 2020",109.25
"Friday, November 20, 2020",115.5
"Friday, November 27, 2020",121.7
"Friday, December 4, 2020",115.35
"Friday, December 11, 2020",119.1
"Friday, December 18, 2020",123.7
"Thursday, December 24, 2020",125.95
"Thursday, December 31, 2020",128.25
"Friday, January 8, 2021",123.7
"Friday, January 15, 2021",128.15
"Friday, January 22, 2021",124.05
"Friday, January 29, 2021",122.95
"Friday, February 5, 2021",124.5
"Friday, February 12, 2021",121.15
"Friday, February 19, 2021",127.5
"Friday, February 26, 2021",136.85
"Friday, March 5, 2021",128.75
"Friday, March 12, 2021",132.45
"Friday, March 19, 2021",125.45
"Friday, March 26, 2021",128.5
"Thursday, April 1, 2021",121.6
"Friday, April 9, 2021",127.25
"Friday, April 16, 2021",129.15
"Friday, April 23, 2021",136.85
"Friday, April 30, 2021",139.95
"Friday, May 7, 2021",152.3
"Friday, May 14, 2021",144.25
"Friday, May 21, 2021",150.1
"Friday, May 28, 2021",162.35
"Friday, June 4, 2021",161.65
"Friday, June 11, 2021",157.45
"Friday, June 18, 2021",149.9
"Friday, June 25, 2021",157.25
"Friday, July 2, 2021",152.55
"Friday, July 9, 2021",151.3
"Friday, July 16, 2021",161.2
"Friday, July 23, 2021",189
"Friday, July 30, 2021",179.55
"Friday, August 6, 2021",176
"Friday, August 13, 2021",182.75
"Friday, August 20, 2021",178.25
"Friday, August 27, 2021",189.5
"Friday, September 3, 2021",190.55
"Friday, September 10, 2021",185.6
"Friday, September 17, 2021",187.3
"Friday, September 24, 2021",194.35
"Friday, October 1, 2021",204.05
"Friday, October 8, 2021",201.35
"Friday, October 15, 2021",203.4
"Friday, October 22, 2021",199.85
"Friday, October 29, 2021",203.95
"Friday, November 5, 2021",203.55
"Friday, November 12, 2021",219.7
"Friday, November 19, 2021",233.3
"Friday, November 26, 2021",243.85
"Friday, December 3, 2021",244.05
"Friday, December 10, 2021",232.7
"Friday, December 17, 2021",235.9
"Thursday, December 23, 2021",231.2
"Friday, December 31, 2021",226.1
"Friday, January 7, 2022",238.45
"Friday, January 14, 2022",239.65
"Friday, January 21, 2022",237.9
"Friday, January 28, 2022",235.9
"Friday, February 4, 2022",241.85
"Friday, February 11, 2022",251.65
"Friday, February 18, 2022",246.85
"Friday, February 25, 2022",240.05
"Friday, March 4, 2022",224.15
"Friday, March 11, 2022",222.95
"Friday, March 18, 2022",220.3
"Friday, March 25, 2022",221.85
"Friday, April 1, 2022",228.4
"Friday, April 8, 2022",231.65
"Thursday, April 14, 2022",223.6
"Friday, April 22, 2022",227.3
"Friday, April 29, 2022",222.55
"Friday, May 6, 2022",210.45
"Friday, May 13, 2022",212.9
"Friday, May 20, 2022",215.85
"Friday, May 27, 2022",229.45
"Friday, June 3, 2022",232.4
"Friday, June 10, 2022",228.9
"Friday, June 17, 2022",227.65
"Friday, June 24, 2022",226.6
"Friday, July 1, 2022",228.45
"Friday, July 8, 2022",222.9
"Friday, July 15, 2022",203.7
"Friday, July 22, 2022",206.7
"Friday, July 29, 2022",217.2
"Friday, August 5, 2022",209.45
"Friday, August 12, 2022",226.6
"Friday, August 19, 2022",215.95
"Friday, August 26, 2022",242
"Friday, September 2, 2022",228.42
